text|ministry
this dreadfully earnest inversion of the concubine love triangle eschews the previous film's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .|0
brown's saga , like many before his , makes for snappy prose but a stumblebum of a movie .|0
the boys' sparring , like the succession of blows dumped on guei , wears down the story's more cerebral , and likable , plot elements .|0
the script by vincent r . nebrida . . . tries to cram too many ingredients into one small pot .|0
the story is so light and sugary that were it a macy's thanksgiving day parade balloon , extra heavy-duty ropes would be needed to keep it from floating away .|0
oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between .|0
since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche .|0
only those most addicted to film violence in all its forms will find anything here to appreciate .|0
cold and scattered , minority report commands interest almost solely as an exercise in gorgeous visuals . that's not vintage spielberg and that , finally , is minimally satisfying .|0
every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !|0
it's not difficult to spot the culprit early-on in this predictable thriller .|0
[a] soulless , stupid sequel . . .|0
 . . . a mostly boring affair with a confusing sudden finale that's likely to irk viewers .|0
the trappings of i spy are so familiar you might as well be watching a rerun .|0
what starts off as a potentially incredibly twisting mystery becomes simply a monster chase film .|0
in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage's war-weary marine .|0
it is messy , uncouth , incomprehensible , vicious and absurd .|0
really does feel like a short stretched out to feature length .|0
hampered -- no , paralyzed -- by a self-indulgent script . . . that aims for poetry and ends up sounding like satire .|0
cheap , vulgar dialogue and a plot that crawls along at a snail's pace .|0
and if you appreciate the one-sided theme to lawrence's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest . if you are willing to do this , then you so crazy !|0
directed without the expected flair or imagination by hong kong master john woo , windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .|0
it's a very tasteful rock and roll movie . you could put it on a coffee table anywhere .|0
the movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the holocaust escape story , minac drains his movie of all individuality .|0
an infuriating film . just when you think you are making sense of it , something happens that tells you there is no sense .|0
the entire movie is so formulaic and forgettable that it's hardly over before it begins to fade from memory .|0
the setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions .|0
as an entertainment destination for the general public , kung pow sets a new benchmark for lameness .|0
this misty-eyed southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand .|0
as pure over-the-top trash , any john waters movie has it beat by a country mile .|0
wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time .|0
bigelow offers some flashy twists and turns that occasionally fortify this turgid fable . but for the most part , the weight of water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness .|0
this film biggest problem ? no laughs .|0
less-than-compelling documentary of a yiddish theater clan .|0
that the chuck norris " grenade gag " occurs about 7 times during windtalkers is a good indication of how serious-minded the film is .|0
